Provider,Inpatient_ClaimID_count,Inpatient_BeneID_nunique,Inpatient_InscClaimAmtReimbursed_sum,Inpatient_InscClaimAmtReimbursed_mean,Inpatient_InscClaimAmtReimbursed_std,Inpatient_InscClaimAmtReimbursed_max,Inpatient_DeductibleAmtPaid_sum,Inpatient_DeductibleAmtPaid_mean,Inpatient_ClaimDuration_mean,Inpatient_ClaimDuration_max,Inpatient_Age_mean,Inpatient_NumDiagnoses_mean,Inpatient_NumDiagnoses_max,Inpatient_NumProcedures_mean,Inpatient_NumProcedures_max,Inpatient_AttendingPhysician_nunique,Inpatient_OperatingPhysician_nunique,Inpatient_OtherPhysician_nunique,Inpatient_LengthOfStay_mean,Inpatient_LengthOfStay_max,Inpatient_ChronicCond_Alzheimer_mean,Inpatient_ChronicCond_Heartfailure_mean,Inpatient_ChronicCond_KidneyDisease_mean,Inpatient_ChronicCond_Cancer_mean,Inpatient_ChronicCond_ObstrPulmonary_mean,Inpatient_ChronicCond_Depression_mean,Inpatient_ChronicCond_Diabetes_mean,Inpatient_ChronicCond_IschemicHeart_mean,Inpatient_ChronicCond_Osteoporasis_mean,Inpatient_ChronicCond_rheumatoidarthritis_mean,Inpatient_ChronicCond_stroke_mean,Outpatient_ClaimID_count,Outpatient_BeneID_nunique,Outpatient_InscClaimAmtReimbursed_sum,Outpatient_InscClaimAmtReimbursed_mean,Outpatient_InscClaimAmtReimbursed_std,Outpatient_InscClaimAmtReimbursed_max,Outpatient_DeductibleAmtPaid_sum,Outpatient_DeductibleAmtPaid_mean,Outpatient_ClaimDuration_mean,Outpatient_ClaimDuration_max,Outpatient_Age_mean,Outpatient_NumDiagnoses_mean,Outpatient_NumDiagnoses_max,Outpatient_NumProcedures_mean,Outpatient_NumProcedures_max,Outpatient_AttendingPhysician_nunique,Outpatient_OperatingPhysician_nunique,Outpatient_OtherPhysician_nunique,Outpatient_ChronicCond_Alzheimer_mean,Outpatient_ChronicCond_Heartfailure_mean,Outpatient_ChronicCond_KidneyDisease_mean,Outpatient_ChronicCond_Cancer_mean,Outpatient_ChronicCond_ObstrPulmonary_mean,Outpatient_ChronicCond_Depression_mean,Outpatient_ChronicCond_Diabetes_mean,Outpatient_ChronicCond_IschemicHeart_mean,Outpatient_ChronicCond_Osteoporasis_mean,Outpatient_ChronicCond_rheumatoidarthritis_mean,Outpatient_ChronicCond_stroke_mean,Total_Claims,Total_Reimbursement,Avg_Reimbursement_Per_Claim,Inpatient_Outpatient_Ratio,Total_Unique_Beneficiaries,Claims_Per_Beneficiary,Avg_Chronic_Conditions_Inpatient,Avg_Chronic_Conditions_Outpatient,PotentialFraud
PRV52608,1.0,1.0,3000.0,3000.0,0.0,3000.0,1068.0,1068.0,4.0,4.0,83.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000.0,2999.9700002999966,1.0,1.0,0.9999900000999989,7.0,0.0,0
PRV52609,5.0,4.0,58000.0,11600.0,2880.972058177587,15000.0,5340.0,1068.0,6.8,11.0,69.6,8.8,9.0,0.8,1.0,2.0,1.0,0.0,6.8,11.0,0.6,0.6,0.6,0.4,0.6,1.0,1.0,1.0,0.2,0.4,0.4,128.0,44.0,40690.0,317.890625,676.6634822848608,3300.0,410.0,3.203125,2.015625,21.0,74.6484375,2.5390625,10.0,0.0,0.0,3.0,3.0,3.0,0.421875,0.5546875,0.375,0.234375,0.6328125,0.4765625,0.75,0.765625,0.4765625,0.4453125,0.21875,133.0,98690.0,742.0300193962391,0.03875968992248062,48.0,2.770832756076509,6.800000000000001,5.3515625,1
PRV52610,1.0,1.0,3000.0,3000.0,0.0,3000.0,1068.0,1068.0,2.0,2.0,66.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,16.0,15.0,7040.0,440.0,772.2175859173371,2200.0,130.0,8.125,2.25,21.0,75.3125,2.4375,7.0,0.0,0.0,11.0,2.0,8.0,0.4375,0.75,0.5,0.0625,0.0625,0.3125,0.6875,0.6875,0.4375,0.1875,0.0625,17.0,10040.0,590.5878878894778,0.058823529411764705,16.0,1.0624993359379151,7.0,4.1875,0
PRV52611,9.0,9.0,80000.0,8888.888888888889,8373.23779138698,30000.0,9612.0,1068.0,6.444444444444445,12.0,69.55555555555556,8.0,10.0,0.8888888888888888,2.0,8.0,7.0,2.0,6.444444444444445,12.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.6666666666666666,1.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,7.0,7.0,2760.0,394.2857142857143,342.48392384933646,900.0,0.0,0.0,1.0,1.0,79.14285714285714,3.5714285714285716,8.0,0.0,0.0,7.0,1.0,1.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.14285714285714285,16.0,82760.0,5172.496767189521,1.125,16.0,0.9999993750003906,4.555555555555555,3.8571428571428568,0
PRV52614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,94.0,42480.0,272.3076923076923,564.4727441676775,3300.0,160.0,1.0256410256410255,2.4743589743589745,21.0,73.33974358974359,2.7628205128205128,10.0,0.0,0.0,3.0,3.0,1.0,0.4807692307692308,0.5961538461538461,0.4807692307692308,0.07051282051282051,0.2692307692307692,0.5641025641025641,0.6474358974358975,0.7243589743589743,0.33974358974358976,0.3717948717948718,0.10256410256410256,156.0,42480.0,272.3076748520721,0.0,94.0,1.6595742915346499,0.0,4.647435897435898,0
PRV52615,2.0,2.0,18000.0,9000.0,4242.640687119285,12000.0,2136.0,1068.0,5.0,6.0,64.0,9.0,9.0,0.5,1.0,2.0,1.0,0.0,5.0,6.0,0.0,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,7.0,7.0,770.0,110.0,65.57438524302,200.0,0.0,0.0,3.857142857142857,21.0,75.14285714285714,3.2857142857142856,9.0,0.0,0.0,2.0,1.0,1.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.14285714285714285,9.0,18770.0,2085.55323827418,0.25,9.0,0.9999988888901234,6.5,4.714285714285714,0
PRV52616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,8640.0,576.0,835.5819186992636,2500.0,0.0,0.0,2.933333333333333,21.0,71.4,2.8666666666666667,8.0,0.0,0.0,7.0,3.0,2.0,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.8,0.3333333333333333,0.26666666666666666,0.0,15.0,8640.0,575.999616000256,0.0,15.0,0.9999993333337778,0.0,3.8666666666666667,0
PRV52617,42.0,39.0,349000.0,8309.52380952381,9288.041341576483,57000.0,43788.0,1068.0,6.357142857142857,19.0,76.76190476190476,8.452380952380953,10.0,0.8333333333333334,3.0,5.0,3.0,1.0,6.357142857142857,19.0,0.4523809523809524,0.6904761904761905,0.5952380952380952,0.16666666666666666,0.6190476190476191,0.5,0.7619047619047619,0.8809523809523809,0.2857142857142857,0.30952380952380953,0.21428571428571427,196.0,109.0,58900.0,300.51020408163265,561.954232006221,3300.0,620.0,3.163265306122449,2.5,21.0,73.61224489795919,2.607142857142857,10.0,0.0,0.0,4.0,4.0,2.0,0.3877551020408163,0.5969387755102041,0.5204081632653061,0.15306122448979592,0.336734693877551,0.4897959183673469,0.6785714285714286,0.7806122448979592,0.2602040816326531,0.3673469387755102,0.09693877551020408,238.0,407900.0,1713.865474207333,0.2131979695431472,148.0,1.608107999452162,5.476190476190475,4.668367346938776,0
PRV52621,24.0,21.0,176000.0,7333.333333333333,4815.434123430768,19000.0,24564.0,1068.0,6.916666666666667,26.0,64.33333333333333,7.666666666666667,10.0,0.6666666666666666,2.0,14.0,12.0,6.0,6.916666666666667,26.0,0.5416666666666666,0.5416666666666666,0.7083333333333334,0.08333333333333333,0.4166666666666667,0.5416666666666666,0.7083333333333334,0.9166666666666666,0.3333333333333333,0.3333333333333333,0.20833333333333334,21.0,21.0,4280.0,203.8095238095238,337.8975612589738,1400.0,160.0,7.619047619047619,2.4761904761904763,21.0,78.42857142857143,2.5714285714285716,8.0,0.0,0.0,14.0,4.0,10.0,0.47619047619047616,0.5714285714285714,0.38095238095238093,0.23809523809523808,0.23809523809523808,0.42857142857142855,0.6666666666666666,0.7142857142857143,0.2857142857142857,0.19047619047619047,0.0,45.0,180280.0,4006.221331950815,1.0909090909090908,42.0,1.0714283163265912,5.333333333333332,4.19047619047619,0
PRV52622,4.0,4.0,16000.0,4000.0,2000.0,7000.0,4272.0,1068.0,2.75,4.0,74.0,7.5,10.0,0.5,1.0,3.0,1.0,1.0,2.75,4.0,0.0,0.25,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.25,0.0,3.0,3.0,1010.0,336.6666666666667,412.3509831846328,800.0,0.0,0.0,7.666666666666667,21.0,78.0,2.3333333333333335,4.0,0.0,0.0,3.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,7.0,17010.0,2429.996528576388,1.0,7.0,0.9999985714306123,4.0,2.6666666666666665,0
PRV52623,10.0,10.0,147000.0,14700.0,15613.740387520502,57000.0,10680.0,1068.0,8.9,36.0,72.9,8.6,10.0,0.5,2.0,8.0,4.0,1.0,8.9,36.0,0.5,0.8,0.8,0.2,0.5,0.3,1.0,0.8,0.2,0.4,0.0,225.0,118.0,55290.0,245.73333333333332,509.8139716742623,3300.0,760.0,3.3777777777777778,2.026666666666667,21.0,72.96,2.591111111111111,10.0,0.0,0.0,16.0,10.0,29.0,0.29777777777777775,0.56,0.3333333333333333,0.10666666666666667,0.24444444444444444,0.28,0.6711111111111111,0.7288888888888889,0.25333333333333335,0.25333333333333335,0.05333333333333334,235.0,202290.0,860.80847400815,0.04424778761061947,128.0,1.835937356567394,5.5,3.7822222222222224,0
PRV52626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,560.0,186.66666666666666,185.8314648635514,400.0,0.0,0.0,1.0,1.0,76.66666666666667,4.666666666666667,6.0,0.0,0.0,3.0,0.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,3.0,560.0,186.6660444465185,0.0,3.0,0.9999966666777778,0.0,6.333333333333334,0
PRV52627,3.0,3.0,46000.0,15333.333333333334,18770.54430040145,37000.0,3204.0,1068.0,2.6666666666666665,5.0,79.66666666666667,5.333333333333333,9.0,0.3333333333333333,1.0,2.0,1.0,0.0,2.6666666666666665,5.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,2.0,70.0,35.0,21.213203435596427,50.0,0.0,0.0,11.0,21.0,78.5,3.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,5.0,46070.0,9213.981572036857,1.0,5.0,0.9999980000040001,4.666666666666666,4.5,0
PRV52628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098.0,1354.0,604120.0,287.9504289799809,583.1159565729806,5400.0,5780.0,2.7550047664442325,2.644423260247855,21.0,74.13727359389895,2.6029551954242134,10.0,0.0,0.0,2.0,2.0,1.0,0.41992373689227835,0.5862726406101049,0.3775023832221163,0.14108674928503337,0.29551954242135364,0.43755958055290756,0.7035271687321258,0.7697807435653002,0.3150619637750238,0.3088655862726406,0.10629170638703528,2098.0,604120.0,287.95042760748123,0.0,1354.0,1.5494830018501995,0.0,4.46139180171592,1
PRV52629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,58.0,12320.0,201.9672131147541,380.34554321095595,2200.0,140.0,2.2950819672131146,2.0327868852459017,21.0,74.57377049180327,2.639344262295082,9.0,0.0,0.0,8.0,5.0,4.0,0.3770491803278688,0.4918032786885246,0.3770491803278688,0.22950819672131148,0.22950819672131148,0.4262295081967213,0.6721311475409836,0.7049180327868853,0.3114754098360656,0.2786885245901639,0.06557377049180328,61.0,12320.0,201.96718000538033,0.0,58.0,1.0517239565993177,0.0,4.163934426229509,0
PRV52630,87.0,78.0,774400.0,8901.149425287356,6431.309575001461,28000.0,91848.0,1068.0,6.137931034482759,36.0,77.79310344827586,7.9655172413793105,10.0,0.8045977011494253,3.0,2.0,2.0,1.0,6.137931034482759,36.0,0.41379310344827586,0.7011494252873564,0.6781609195402298,0.19540229885057472,0.5402298850574713,0.4827586206896552,0.8275862068965517,0.8735632183908046,0.3793103448275862,0.45977011494252873,0.1839080459770115,347.0,209.0,99070.0,285.5043227665706,572.5558426043129,4100.0,1130.0,3.2564841498559076,2.7031700288184437,21.0,74.77809798270893,2.6657060518731988,9.0,0.0,0.0,10.0,9.0,3.0,0.414985590778098,0.5850144092219021,0.4207492795389049,0.14121037463976946,0.3688760806916426,0.4668587896253602,0.69164265129683,0.729106628242075,0.345821325648415,0.3573487031700288,0.07204610951008646,434.0,873470.0,2012.6036402625891,0.25,287.0,1.512195069261496,5.735632183908046,4.5936599423631135,1
PRV52631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.0,804.0,321750.0,304.399243140965,779.4273851920431,17300.0,2190.0,2.0719016083254496,2.315988647114475,21.0,73.68211920529801,2.6187322611163673,10.0,0.0,0.0,6.0,6.0,2.0,0.4266792809839167,0.5988647114474929,0.3926206244087039,0.14285714285714285,0.3140964995269631,0.44087038789025546,0.7057710501419111,0.7786187322611163,0.3386944181646168,0.3443708609271523,0.12015137180700095,1057.0,321750.0,304.39924026112357,0.0,804.0,1.3146766005637238,0.0,4.603595080416272,0
PRV52633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,224.0,100770.0,265.8839050131926,542.5892726191977,3300.0,1190.0,3.1398416886543536,2.350923482849604,21.0,73.65435356200528,2.6701846965699207,10.0,0.0,0.0,3.0,3.0,2.0,0.35092348284960423,0.6015831134564644,0.41952506596306066,0.17150395778364116,0.34300791556728233,0.45910290237467016,0.662269129287599,0.7467018469656992,0.316622691292876,0.34300791556728233,0.09762532981530343,379.0,100770.0,265.88389799778633,0.0,224.0,1.691964210180169,0.0,4.511873350923484,0
PRV52634,58.0,50.0,420400.0,7248.275862068966,5111.021506005012,20000.0,60876.0,1068.0,7.913793103448276,36.0,71.22413793103448,8.068965517241379,10.0,0.603448275862069,3.0,1.0,1.0,0.0,7.913793103448276,36.0,0.5517241379310345,0.7068965517241379,0.5862068965517241,0.25862068965517243,0.46551724137931033,0.6206896551724138,0.7931034482758621,0.7931034482758621,0.41379310344827586,0.4482758620689655,0.13793103448275862,29.0,29.0,4550.0,156.89655172413794,285.80842045323027,1500.0,0.0,0.0,2.9655172413793105,21.0,76.75862068965517,2.793103448275862,8.0,0.0,0.0,25.0,2.0,13.0,0.27586206896551724,0.4827586206896552,0.3103448275862069,0.0,0.27586206896551724,0.3793103448275862,0.7241379310344828,0.7241379310344828,0.27586206896551724,0.27586206896551724,0.034482758620689655,87.0,424950.0,4884.482197185954,1.9333333333333333,79.0,1.1012656833840906,5.775862068965518,3.758620689655172,0
PRV52636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,6820.0,324.76190476190476,670.273220766122,2500.0,160.0,7.619047619047619,2.380952380952381,21.0,71.23809523809524,1.9047619047619047,9.0,0.0,0.0,14.0,2.0,4.0,0.47619047619047616,0.42857142857142855,0.42857142857142855,0.047619047619047616,0.19047619047619047,0.38095238095238093,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.23809523809523808,0.047619047619047616,21.0,6820.0,324.7617501134523,0.0,21.0,0.9999995238097505,0.0,3.8571428571428568,0
PRV52638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,400.0,400.0,0.0,400.0,0.0,0.0,1.0,1.0,56.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,399.99600003999956,0.0,1.0,0.9999900000999989,0.0,1.0,0
PRV52639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,33.0,10150.0,274.3243243243243,464.1332455983623,2100.0,90.0,2.4324324324324325,3.972972972972973,21.0,76.62162162162163,2.810810810810811,9.0,0.0,0.0,20.0,4.0,9.0,0.1891891891891892,0.5675675675675675,0.32432432432432434,0.08108108108108109,0.21621621621621623,0.2972972972972973,0.5945945945945946,0.8108108108108109,0.2972972972972973,0.3783783783783784,0.02702702702702703,37.0,10150.0,274.32425018263507,0.0,33.0,1.1212117814509752,0.0,3.7837837837837847,0
PRV52640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,65.0,11050.0,167.42424242424244,405.89998997881474,2600.0,90.0,1.3636363636363635,2.212121212121212,21.0,75.03030303030303,2.3181818181818183,9.0,0.0,0.0,23.0,7.0,14.0,0.3181818181818182,0.5151515151515151,0.3939393939393939,0.10606060606060606,0.30303030303030304,0.42424242424242425,0.7272727272727273,0.7878787878787878,0.2727272727272727,0.3484848484848485,0.045454545454545456,66.0,11050.0,167.4242170569368,0.0,65.0,1.0153844591716217,0.0,4.242424242424242,0
PRV52641,21.0,20.0,164000.0,7809.523809523809,6079.630314575448,29000.0,22428.0,1068.0,6.285714285714286,15.0,72.23809523809524,7.904761904761905,10.0,0.5714285714285714,2.0,15.0,9.0,4.0,6.285714285714286,15.0,0.5238095238095238,0.7142857142857143,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.47619047619047616,0.6190476190476191,1.0,0.3333333333333333,0.2857142857142857,0.2857142857142857,76.0,72.0,22330.0,293.8157894736842,534.1709267148188,2800.0,50.0,0.6578947368421053,2.6447368421052633,21.0,72.22368421052632,2.4210526315789473,9.0,0.0,0.0,43.0,9.0,19.0,0.39473684210526316,0.5263157894736842,0.35526315789473684,0.15789473684210525,0.27631578947368424,0.3157894736842105,0.6052631578947368,0.7236842105263158,0.2894736842105263,0.3157894736842105,0.13157894736842105,97.0,186330.0,1920.9276370177693,0.2727272727272727,92.0,1.0543477114839443,5.666666666666666,4.092105263157895,0
PRV52642,146.0,130.0,1252000.0,8575.342465753425,6734.200530015429,57000.0,152724.0,1068.0,6.335616438356165,36.0,74.96575342465754,8.246575342465754,10.0,0.6986301369863014,3.0,1.0,1.0,0.0,6.335616438356165,36.0,0.5,0.7945205479452054,0.6575342465753424,0.1917808219178082,0.5205479452054794,0.5958904109589042,0.821917808219178,0.8493150684931506,0.3493150684931507,0.3493150684931507,0.1780821917808219,290.0,167.0,76240.0,262.8965517241379,545.8841496438221,3300.0,790.0,2.7241379310344827,2.6758620689655173,21.0,74.42413793103448,2.4551724137931035,9.0,0.006896551724137931,2.0,9.0,7.0,4.0,0.41379310344827586,0.5724137931034483,0.3931034482758621,0.15517241379310345,0.29310344827586204,0.46551724137931033,0.7,0.7551724137931034,0.2896551724137931,0.30689655172413793,0.13793103448275862,436.0,1328240.0,3046.421948476561,0.5017182130584192,297.0,1.468013418585407,5.808219178082191,4.482758620689655,1
PRV52643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,5090.0,462.72727272727275,955.3752237638456,3300.0,0.0,0.0,2.272727272727273,14.0,78.0909090909091,2.727272727272727,7.0,0.0,0.0,10.0,2.0,2.0,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.0,0.18181818181818182,0.36363636363636365,0.5454545454545454,0.8181818181818182,0.18181818181818182,0.36363636363636365,0.0,11.0,5090.0,462.7268520664981,0.0,11.0,0.9999990909099173,0.0,3.4545454545454546,0
PRV52644,9.0,9.0,64000.0,7111.111111111111,4196.559437338057,13000.0,9612.0,1068.0,5.444444444444445,10.0,76.66666666666667,7.666666666666667,10.0,0.6666666666666666,1.0,9.0,6.0,0.0,5.444444444444445,10.0,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.7777777777777778,0.3333333333333333,1.0,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,22.0,20.0,6530.0,296.8181818181818,615.2536168012448,2500.0,70.0,3.1818181818181817,4.363636363636363,21.0,74.45454545454545,2.727272727272727,9.0,0.0,0.0,12.0,4.0,9.0,0.36363636363636365,0.5,0.5909090909090909,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.7272727272727273,0.8181818181818182,0.45454545454545453,0.3181818181818182,0.09090909090909091,31.0,70530.0,2275.1605563998205,0.391304347826087,29.0,1.0689651486327074,6.222222222222222,4.681818181818182,0
PRV52645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,367.0,109630.0,268.70098039215685,862.5979437599476,14060.0,1480.0,3.627450980392157,2.360294117647059,21.0,74.51225490196079,2.6348039215686274,9.0,0.0,0.0,3.0,3.0,1.0,0.39705882352941174,0.5833333333333334,0.37254901960784315,0.13480392156862744,0.31862745098039214,0.4534313725490196,0.6764705882352942,0.7867647058823529,0.3112745098039216,0.3235294117647059,0.09558823529411764,408.0,109630.0,268.7009738063487,0.0,367.0,1.1117165909614009,0.0,4.453431372549019,0
PRV52646,34.0,33.0,292000.0,8588.235294117647,6527.877965375716,33000.0,35244.0,1068.0,6.9411764705882355,27.0,78.17647058823529,8.176470588235293,10.0,0.6764705882352942,3.0,27.0,16.0,9.0,6.9411764705882355,27.0,0.5294117647058824,0.7352941176470589,0.7058823529411765,0.23529411764705882,0.35294117647058826,0.6176470588235294,0.7647058823529411,0.8235294117647058,0.47058823529411764,0.4117647058823529,0.17647058823529413,70.0,56.0,14310.0,204.42857142857142,323.7624630885674,1700.0,60.0,0.8571428571428571,2.4714285714285715,21.0,74.17142857142858,2.657142857142857,9.0,0.0,0.0,39.0,9.0,20.0,0.32857142857142857,0.5428571428571428,0.3,0.15714285714285714,0.22857142857142856,0.2857142857142857,0.7428571428571429,0.6285714285714286,0.2857142857142857,0.32857142857142857,0.07142857142857142,104.0,306310.0,2945.288178337675,0.4788732394366197,89.0,1.1685391945461578,5.8235294117647065,3.9000000000000004,0
PRV52647,7.0,7.0,50000.0,7142.857142857143,3891.3824205360675,14000.0,7476.0,1068.0,4.857142857142857,9.0,78.28571428571429,8.0,10.0,0.42857142857142855,1.0,7.0,3.0,0.0,4.857142857142857,9.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.7142857142857143,1.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,68.0,66.0,21070.0,309.8529411764706,623.4293521766516,2500.0,120.0,1.7647058823529411,1.8676470588235294,21.0,73.66176470588235,2.8823529411764706,9.0,0.014705882352941176,1.0,38.0,11.0,24.0,0.45588235294117646,0.6176470588235294,0.36764705882352944,0.14705882352941177,0.19117647058823528,0.4264705882352941,0.6323529411764706,0.7941176470588235,0.3235294117647059,0.25,0.1323529411764706,75.0,71070.0,947.5998736533502,0.10144927536231885,73.0,1.0273971195346412,6.000000000000001,4.338235294117647,0
PRV52648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0,259.0,255250.0,303.14726840855104,606.0406972151259,3300.0,1490.0,1.7695961995249405,2.5807600950118763,21.0,74.76603325415677,2.534441805225653,10.0,0.0035629453681710215,2.0,21.0,19.0,17.0,0.3693586698337292,0.6033254156769596,0.43705463182897863,0.19596199524940616,0.31353919239904987,0.44418052256532065,0.7090261282660333,0.7173396674584323,0.334916864608076,0.3254156769596199,0.18171021377672208,842.0,255250.0,303.14726480822725,0.0,259.0,3.2509651254453624,0.0,4.6318289786223295,1
PRV52649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.0,1421.0,602190.0,279.30890538033395,590.6499900937,8000.0,5170.0,2.3979591836734695,2.4837662337662336,21.0,73.62662337662337,2.6303339517625233,10.0,0.0,0.0,21.0,19.0,13.0,0.41465677179962895,0.6066790352504638,0.39471243042671617,0.1590909090909091,0.3177179962894249,0.45222634508348797,0.7087198515769945,0.7792207792207793,0.3274582560296846,0.30241187384044527,0.11363636363636363,2156.0,602190.0,279.3089040848381,0.0,1421.0,1.5172413686330657,0.0,4.576530612244898,1
